央视频道,#genre#
CCTV14,http://114.100.195.67:4022/rtp/238.1.78.243:7816
CCTV14,http://171.113.216.147:4022/rtp/239.69.1.107:10280
CCTV14,http://171.213.148.5:8188/udp/239.93.1.29:6000
CCTV14,http://175.15.56.109:4022/udp/239.76.253.164:9000
CCTV14,http://175.15.56.109:4022/udp/239.76.246.164:1234
CCTV14,http://106.116.243.22:9999/rtp/239.254.200.162:6000
CCTV14,http://111.226.232.90:10010/rtp/239.254.200.162:6000
CCTV14,http://115.171.216.80:4000/rtp/225.1.8.14:8132
CCTV14,http://114.241.214.121:4022/rtp/239.3.1.65:8132
CCTV14,http://121.29.141.59:4022/rtp/239.253.92.198:6063
CCTV14,http://117.174.25.254:8188/rtp/239.0.0.21:5140
CCTV15,http://116.234.101.217:4022/rtp/239.45.1.200:5140
CCTV15,http://114.100.195.67:4022/rtp/238.1.78.222:7648
CCTV15,http://171.113.216.147:4022/rtp/239.69.1.155:10566
CCTV15,http://171.213.148.5:8188/udp/239.93.0.103:5140
CCTV15,http://175.15.56.109:4022/udp/239.76.252.252:9000
CCTV15,http://175.15.56.109:4022/udp/239.76.245.252:1234
CCTV15,http://106.116.243.22:9999/rtp/239.254.201.124:8136
CCTV15,http://111.226.232.90:10010/rtp/239.254.201.124:8136
CCTV15,http://115.171.216.80:4000/rtp/225.1.8.74:8136
CCTV15,http://114.241.214.121:4022/rtp/239.3.1.153:8136
CCTV15,http://121.29.141.59:4022/rtp/239.253.93.154:6322
CCTV15,http://117.174.25.254:8188/rtp/239.0.0.188:5140
CCTV16,http://171.113.216.147:4022/rtp/239.69.1.247:11124
CCTV16,http://171.113.216.147:4022/rtp/239.69.1.249:11136
CCTV16,http://175.15.56.109:4022/udp/239.76.253.98:9000
CCTV16,http://175.15.56.109:4022/udp/239.76.253.230:9000
CCTV16,http://175.15.56.109:4022/udp/239.76.254.200:9000
CCTV16,http://175.15.56.109:4022/udp/239.76.246.98:1234
CCTV16,http://175.15.56.109:4022/udp/239.76.246.230:1234
CCTV16,http://114.241.214.121:4022/rtp/239.3.1.184:8001
CCTV17,http://116.234.101.217:4022/rtp/239.45.3.52:5140
CCTV17,http://114.100.195.67:4022/rtp/238.1.78.178:7296
CCTV17,http://171.113.216.147:4022/rtp/239.69.1.152:10548
CCTV17,http://171.213.148.5:8188/udp/239.93.0.92:5140
CCTV17,http://175.15.56.109:4022/udp/239.76.252.238:9000
CCTV17,http://175.15.56.109:4022/udp/239.76.245.238:1234
CCTV17,http://106.116.243.22:9999/rtp/239.254.201.120:8144
CCTV17,http://111.226.232.90:10010/rtp/239.254.201.120:8144
CCTV17,http://115.171.216.80:4000/rtp/225.1.8.17:8144
CCTV17,http://114.241.214.121:4022/rtp/239.3.1.151:8144
CCTV17,http://121.29.141.59:4022/rtp/239.253.93.150:6318
CCTV17,http://117.174.25.254:8188/rtp/239.0.0.152:5140
兵器科技,http://114.100.195.67:4022/rtp/238.1.79.56:4584
兵器科技,http://171.113.216.147:4022/rtp/239.69.1.79:10114
兵器科技,http://175.15.56.109:4022/udp/239.76.254.59:9000
兵器科技,http://106.116.243.22:9999/rtp/239.254.201.225:7249
兵器科技,http://111.226.232.90:10010/rtp/239.254.201.225:7249
兵器科技,http://121.29.141.59:4022/rtp/239.253.93.47:6435
风云音乐,http://114.100.195.67:4022/rtp/238.1.79.64:4648
风云音乐,http://175.15.56.109:4022/udp/239.76.254.51:9000
风云音乐,http://106.116.243.22:9999/rtp/239.254.201.221:7259
风云音乐,http://111.226.232.90:10010/rtp/239.254.201.221:7259
风云音乐,http://121.29.141.59:4022/rtp/239.253.93.253:6431
风云足球,http://114.100.195.67:4022/rtp/238.1.79.57:4592
风云足球,http://171.113.216.147:4022/rtp/239.69.1.81:10126
风云足球,http://175.15.56.109:4022/udp/239.76.254.52:9000
风云足球,http://106.116.243.22:9999/rtp/239.254.201.222:7251
风云足球,http://111.226.232.90:10010/rtp/239.254.201.222:7251
风云足球,http://121.29.141.59:4022/rtp/239.253.93.254:6432
风云剧场,http://114.100.195.67:4022/rtp/238.1.79.62:4632
风云剧场,http://171.213.148.5:8188/udp/239.93.1.156:5140
风云剧场,http://175.15.56.109:4022/udp/239.76.254.50:9000
风云剧场,http://106.116.243.22:9999/rtp/239.254.201.219:7257
风云剧场,http://111.226.232.90:10010/rtp/239.254.201.219:7257
风云剧场,http://121.29.141.59:4022/rtp/239.253.93.251:6429
怀旧剧场,http://114.100.195.67:4022/rtp/238.1.79.61:4624
怀旧剧场,http://171.213.148.5:8188/udp/239.93.1.198:5140
怀旧剧场,http://175.15.56.109:4022/udp/239.76.254.53:9000
怀旧剧场,http://106.116.243.22:9999/rtp/239.254.201.220:7256上海
怀旧剧场,http://111.226.232.90:10010/rtp/239.254.201.220:7256上海
怀旧剧场,http://121.29.141.59:4022/rtp/239.253.93.252:6430
第一剧场,http://114.100.195.67:4022/rtp/238.1.79.63:4640
第一剧场,http://171.113.216.147:4022/rtp/239.69.1.74:10084
第一剧场,http://171.213.148.5:8188/udp/239.93.1.197:5140
第一剧场,http://175.15.56.109:4022/udp/239.76.254.49:9000
第一剧场,http://106.116.243.22:9999/rtp/239.254.201.218:7258
第一剧场,http://111.226.232.90:10010/rtp/239.254.201.218:7258
第一剧场,http://121.29.141.59:4022/rtp/239.253.93.138:6428
女性时尚,http://114.100.195.67:4022/rtp/238.1.79.55:4576
女性时尚,http://175.15.56.109:4022/udp/239.76.254.55:9000
女性时尚,http://106.116.243.22:9999/rtp/239.254.201.228:7255
女性时尚,http://111.226.232.90:10010/rtp/239.254.201.228:7255
女性时尚,http://121.29.141.59:4022/rtp/239.253.92.144:6114
世界地理,http://114.100.195.67:4022/rtp/238.1.79.60:4616
世界地理,http://171.113.216.147:4022/rtp/239.69.1.91:10186
世界地理,http://175.15.56.109:4022/udp/239.76.254.57:9000
世界地理,http://106.116.243.22:9999/rtp/239.254.201.226:7254
世界地理,http://111.226.232.90:10010/rtp/239.254.201.226:7254
世界地理,http://121.29.141.59:4022/rtp/239.253.92.131:6113
央视台球,http://114.100.195.67:4022/rtp/238.1.79.59:4608
央视台球,http://171.113.216.147:4022/rtp/239.69.1.98:10224
央视台球,http://175.15.56.109:4022/udp/239.76.254.58:9000
央视台球,http://106.116.243.22:9999/rtp/239.254.201.171:7176
央视台球,http://111.226.232.90:10010/rtp/239.254.201.171:7176
央视台球,http://121.29.141.59:4022/rtp/239.253.93.231:6409
高尔夫网球,http://114.100.195.67:4022/rtp/238.1.79.58:4600
高尔夫网球,http://171.113.216.147:4022/rtp/239.69.1.83:10138
高尔夫网球,http://171.213.148.5:8188/udp/239.93.1.54:5140
高尔夫网球,http://175.15.56.109:4022/udp/239.76.254.62:9000
高尔夫网球,http://106.116.243.22:9999/rtp/239.254.201.223:7252
高尔夫网球,http://111.226.232.90:10010/rtp/239.254.201.223:7252
高尔夫网球,http://121.29.141.59:4022/rtp/239.253.93.122:6465
央视文化精品,http://114.100.195.67:4022/rtp/238.1.79.54:4568
央视文化精品,http://175.15.56.109:4022/udp/239.76.254.56:9000
央视文化精品,http://106.116.243.22:9999/rtp/239.254.201.229:7260
央视文化精品,http://111.226.232.90:10010/rtp/239.254.201.229:7260
央视文化精品,http://121.29.141.59:4022/rtp/239.253.93.175:6439
电视指南,http://114.100.195.67:4022/rtp/238.1.79.53:4560
电视指南,http://175.15.56.109:4022/udp/239.76.254.61:9000
电视指南,http://106.116.243.22:9999/rtp/239.254.201.217:7250
电视指南,http://111.226.232.90:10010/rtp/239.254.201.217:7250
电视指南,http://121.29.141.59:4022/rtp/239.253.93.249:6427

卫视频道,#genre#
湖南卫视,http://116.234.101.217:4022/rtp/239.45.3.228:5140
湖南卫视,http://114.100.195.67:4022/rtp/238.1.78.160:7152
湖南卫视,http://171.113.216.147:4022/rtp/239.254.96.139:8908
湖南卫视,http://171.213.148.5:8188/udp/239.93.0.88:5140
湖南卫视,http://175.15.56.109:4022/udp/239.76.253.101:9000
湖南卫视,http://175.15.56.109:4022/udp/239.76.251.85:9000
湖南卫视,http://175.15.56.109:4022/udp/239.76.253.100:9000
湖南卫视,http://175.15.56.109:4022/udp/239.76.246.101:1234
湖南卫视,http://175.15.56.109:4022/udp/239.76.246.100:1234
湖南卫视,http://106.116.243.22:9999/rtp/239.254.200.48:8012
湖南卫视,http://111.226.232.90:10010/rtp/239.254.200.48:8012
湖南卫视,http://115.171.216.80:4000/udp/225.1.8.41:8012
湖南卫视,http://114.241.214.121:4022/rtp/239.3.1.132:8012
湖南卫视,http://121.29.141.59:4022/rtp/239.253.92.84:8015
湖南卫视,http://117.174.25.254:8188/rtp/239.0.0.68:5140
浙江卫视,http://116.234.101.217:4022/rtp/239.45.3.178:5140
浙江卫视,http://114.100.195.67:4022/rtp/238.1.78.164:7184
浙江卫视,http://171.113.216.147:4022/rtp/239.254.96.143:8932
浙江卫视,http://171.213.148.5:8188/udp/239.93.0.124:5140
浙江卫视,http://175.15.56.109:4022/udp/239.76.253.182:9000
浙江卫视,http://175.15.56.109:4022/udp/239.76.246.182:1234
浙江卫视,http://106.116.243.22:9999/rtp/239.254.200.53:8036
浙江卫视,http://111.226.232.90:10010/rtp/239.254.200.53:8036
浙江卫视,http://115.171.216.80:4000/udp/225.1.8.46:8036
浙江卫视,http://114.241.214.121:4022/rtp/239.3.1.137:8036
浙江卫视,http://121.29.141.59:4022/rtp/239.253.92.90:8020
浙江卫视,http://117.174.25.254:8188/rtp/239.0.0.61:5140
江苏卫视,http://116.234.101.217:4022/rtp/239.45.3.177:5140
江苏卫视,http://114.100.195.67:4022/rtp/238.1.78.165:7192
江苏卫视,http://171.113.216.147:4022/rtp/239.254.96.144:8938
江苏卫视,http://171.213.148.5:8188/udp/239.93.0.89:5140
江苏卫视,http://175.15.56.109:4022/udp/239.76.253.181:9000
江苏卫视,http://175.15.56.109:4022/udp/239.76.251.89:9000
江苏卫视,http://175.15.56.109:4022/udp/239.76.246.181:1234
江苏卫视,http://106.116.243.22:9999/rtp/239.254.200.51:8028
江苏卫视,http://111.226.232.90:10010/rtp/239.254.200.51:8028
江苏卫视,http://115.171.216.80:4000/udp/225.1.8.44:8028
江苏卫视,http://114.241.214.121:4022/rtp/239.3.1.135:8028
江苏卫视,http://121.29.141.59:4022/rtp/239.253.92.88:8018
江苏卫视,http://117.174.25.254:8188/rtp/239.0.0.60:5140
东方卫视,http://116.234.101.217:4022/rtp/239.45.3.146:5140
东方卫视,http://114.100.195.67:4022/rtp/238.1.78.163:7176
东方卫视,http://171.113.216.147:4022/rtp/239.254.96.142:8926
东方卫视,http://171.213.148.5:8188/udp/239.93.0.123:5140
东方卫视,http://175.15.56.109:4022/udp/239.76.253.186:9000
东方卫视,http://175.15.56.109:4022/udp/239.76.246.186:1234
东方卫视,http://106.116.243.22:9999/rtp/239.254.200.52:8032
东方卫视,http://111.226.232.90:10010/rtp/239.254.200.52:8032
东方卫视,http://115.171.216.80:4000/udp/225.1.8.45:8032
东方卫视,http://114.241.214.121:4022/rtp/239.3.1.136:8032
东方卫视,http://121.29.141.59:4022/rtp/239.253.92.89:8019
东方卫视,http://117.174.25.254:8188/rtp/239.0.0.58:5140
深圳卫视,http://116.234.101.217:4022/rtp/239.45.3.231:5140
深圳卫视,http://114.100.195.67:4022/rtp/238.1.78.156:7120
深圳卫视,http://171.113.216.147:4022/rtp/239.254.96.137:8896
深圳卫视,http://171.213.148.5:8188/udp/239.93.0.182:5140
深圳卫视,http://175.15.56.109:4022/udp/239.76.253.188:9000
深圳卫视,http://175.15.56.109:4022/udp/239.76.246.188:1234
深圳卫视,http://106.116.243.22:9999/rtp/239.254.200.50:8020
深圳卫视,http://111.226.232.90:10010/rtp/239.254.200.50:8020
深圳卫视,http://115.171.216.80:4000/udp/225.1.8.43:8020
深圳卫视,http://114.241.214.121:4022/rtp/239.3.1.134:8020
深圳卫视,http://121.29.141.59:4022/rtp/239.253.92.86:8017
深圳卫视,http://117.174.25.254:8188/rtp/239.0.0.71:5140
北京卫视,http://116.234.101.217:4022/rtp/239.45.3.229:5140
北京卫视,http://114.100.195.67:4022/rtp/238.1.78.162:7168
北京卫视,http://171.113.216.147:4022/rtp/239.254.96.141:8920
北京卫视,http://171.213.148.5:8188/udp/239.93.0.180:5140
北京卫视,http://175.15.56.109:4022/udp/239.76.253.184:9000
北京卫视,http://175.15.56.109:4022/udp/239.76.246.184:1234
北京卫视,http://106.116.243.22:9999/rtp/239.254.200.47:8024
北京卫视,http://111.226.232.90:10010/rtp/239.254.200.47:8024
北京卫视,http://115.171.216.80:4000/rtp/225.1.8.21:8002
北京卫视,http://114.241.214.121:4022/rtp/239.3.1.241:8000
北京卫视,http://121.29.141.59:4022/rtp/239.253.92.87:8014
北京卫视,http://117.174.25.254:8188/rtp/239.0.0.52:5140
广东卫视,http://116.234.101.217:4022/rtp/239.45.3.230:5140
广东卫视,http://114.100.195.67:4022/rtp/238.1.78.161:7160
广东卫视,http://171.113.216.147:4022/rtp/239.254.96.140:8914
广东卫视,http://171.213.148.5:8188/udp/239.93.0.181:5140
广东卫视,http://175.15.56.109:4022/udp/239.76.252.189:9000
广东卫视,http://175.15.56.109:4022/udp/239.76.245.189:1234
广东卫视,http://106.116.243.22:9999/rtp/239.254.200.56:8048
广东卫视,http://111.226.232.90:10010/rtp/239.254.200.56:8048
广东卫视,http://115.171.216.80:4000/udp/225.1.8.49:8048
广东卫视,http://114.241.214.121:4022/rtp/239.3.1.142:8048
广东卫视,http://121.29.141.59:4022/rtp/239.253.92.206:8108
广东卫视,http://117.174.25.254:8188/rtp/239.0.0.70:5140
广西卫视,http://116.234.101.217:4022/rtp/239.45.0.5:5140
广西卫视,http://114.100.195.67:4022/rtp/238.1.78.70:6432
广西卫视,http://171.113.216.147:4022/rtp/239.69.1.191:10788
广西卫视,http://171.213.148.5:8188/udp/239.93.42.46:5140
广西卫视,http://175.15.56.109:4022/udp/239.76.254.54:9000
广西卫视,http://106.116.243.22:9999/rtp/239.254.200.80:8300
广西卫视,http://111.226.232.90:10010/rtp/239.254.200.80:8300
广西卫视,http://115.171.216.80:4000/rtp/225.1.8.152:8300
广西卫视,http://114.241.214.121:4022/rtp/239.3.1.39:8300
广西卫视,http://121.29.141.59:4022/rtp/239.253.92.76:8043
广西卫视,http://117.174.25.254:8188/rtp/239.0.0.185:5140
东南卫视,http://116.234.101.217:4022/rtp/239.45.1.121:5140
东南卫视,http://114.100.195.67:4022/rtp/238.1.78.22:6104
东南卫视,http://171.113.216.147:4022/rtp/239.69.1.108:10286
东南卫视,http://171.213.148.5:8188/udp/239.93.0.42:5140
